"id","text","title"
"35","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"37","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 1 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"105","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"3131","The goal of this project is to provide a preliminary overview, at a National scale, the relative susceptibility of the Nation's coast to sea- level rise through the use of a coastal vulnerability index (CVI). This initial classification is based upon the variables geomorphology, regional coastal slope, tide range, wave height, relative sea-level rise and shoreline erosion and accretion rates. The combination of these variables and the association of these variables to each other furnish a broad overview of regions where physical changes are likely to occur due to sea-level rise.","Coastal vulnerability to waves for Atlantic Coast"
"107","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 3 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"110","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 4 overwash element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"113","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 1 collision element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"129","These data sets contain information on the probabilities of hurricane-induced erosion (collision, inundation and overwash) for each 1-km section of the Gulf of Mexico coast for category 1-5 hurricanes. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will respond to the direct landfall of category 1-5 hurricanes. Hurricane-induced water levels, due to both surge and waves, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation. Data on dune morphology (dune crest and toe elevation) and hydrodynamics (storm surge, wave setup and runup) are also included in this data set. As new beach morphology observations and storm predictions become available, this analysis will be updated to describe how coastal vulnerability to storms will vary in the future. The data presented here include the dune morphology observations, as derived from lidar surveys.","The Category 2 innundation element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico"
"145","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change < -2 m/yr (erosion) for Atlantic Coast"
"147","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between > 2 m/yr (accretion) for Atlantic Coast"
"3135","The goal of this project is to provide a preliminary overview, at a National scale, the relative susceptibility of the Nation's coast to sea- level rise through the use of a coastal vulnerability index (CVI). This initial classification is based upon the variables geomorphology, regional coastal slope, tide range, wave height, relative sea-level rise and shoreline erosion and accretion rates. The combination of these variables and the association of these variables to each other furnish a broad overview of regions where physical changes are likely to occur due to sea-level rise.","Coastal vulnerability index for Atlantic Coast"
"150","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between - 1 and 1 m/yr (stable) for Atlantic Coast"
"153","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between 1 and 2 m/yr (accretion) for Atlantic Coast"
"156","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","for Atlantic Coast"
"184","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change < -2 m/yr (erosion) for Atlantic Coast"
"186","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian Shoreline Change Rate (m/yr) for Atlantic Coast"
"190","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","for Atlantic Coast"
"1230","This data defines potential hurricane-induced coastal erosion hazards for the Delaware, Maryland and Virginia coastline using pre-storm forecasts for Hurricane Sandy. The analysis is based on a storm-impact scaling model that uses observations of beach morphology combined with sophisticated hydrodynamic models to predict how the coast will potentially respond to the direct landfall of Hurricane Sandy. Hurricane-induced water levels, due to both surge and wave run-up, are compared to beach and dune elevations to determine the probabilities of three types of coastal change: collision (dune erosion), overwash, and inundation.","The Root mean squared error of dune crest elevation measurements (square meters) element of Hurricane Sandy Assessment of Potential Coastal-Change Impacts"
"198","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change < -2 m/yr (erosion) for Atlantic Coast"
"201","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between 1 and 2 m/yr (accretion) for Atlantic Coast"
"203","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian Shoreline Change Rate (m/yr) for Atlantic Coast"
"257","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change > 2 m/yr (accretion) for Atlantic Coast"
"259","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between - 2 and -1 m/yr (erosion) for Atlantic Coast"
"263","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between - 2 and -1 m/yr (erosion) for Atlantic Coast"
"3142","The goal of this project is to provide a preliminary overview, at a National scale, the relative susceptibility of the Nation's coast to sea- level rise through the use of a coastal vulnerability index (CVI). This initial classification is based upon the variables geomorphology, regional coastal slope, tide range, wave height, relative sea-level rise and shoreline erosion and accretion rates. The combination of these variables and the association of these variables to each other furnish a broad overview of regions where physical changes are likely to occur due to sea-level rise.","Coastal vulnerability to tides for Gulf of Mexico U.S."
"265","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change > 2 m/yr (accretion) for Atlantic Coast"
"274","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian Mean Tidal Range (meters) for Atlantic Coast"
"276","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change between - 2 and -1 m/yr (erosion) for Atlantic Coast"
"279","During the 21st century, sea-level rise will have a wide range of effects on coastal environments, human development and infrastructure in coastal areas. Consequently there is a need to develop modeling or other analytical approaches that can be used to evaluate potential impacts to inform coastal management. This shapefile provides the data that were used to develop and evaluate the performance of a Bayesian network (BN) that was developed to predict long-term shoreline change associated with sea-level rise. The data consist of information compiled as part of the U.S. Geological Survey Coastal Vulnerability Index for the U.S. Atlantic coast. In this work, the Bayesian network is used to define relationships between driving forces, geologic constraints, and coastal response which are represented by observations of local rates of relative sea-level rise, wave height, tide range, geomorphic classification, coastal slope, and shoreline change rate. Using this information, the BN is used to make probabilistic predictions of shoreline retreat in response to different future sea-level rise rates.","Bayesian probability (%) of shoreline change > 2 m/yr (accretion) for Atlantic Coast"
