"id","medium_text","medium_title","tiny_text","full_id","keywords"
"5","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT4 storm in Gulf of Mex.","8","NULL"
"13","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT4 storm in Gulf of Mex.","14","NULL"
"15","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 3 storm in Gulf of Mexico U.S.","Prob. of innundation, CAT3 storm in Gulf of Mex.","16","NULL"
"18","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 2 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT2 storm in Gulf of Mex.","19","NULL"
"21","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 3 storm in Gulf of Mexico U.S.","Prob. of collision, CAT3 storm in Gulf of Mex.","22","NULL"
"28","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 1 storm in Gulf of Mexico U.S.","Prob. of collision, CAT1 storm in Gulf of Mex.","29","NULL"
"30","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 3 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT3 storm in Gulf of Mex.","31","NULL"
"104","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 4 storm in Gulf of Mexico U.S.","Prob. of innundation, CAT4 storm in Gulf of Mex.","105","NULL"
"106","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 3 storm in Gulf of Mexico U.S.","Prob. of collision, CAT3 storm in Gulf of Mex.","107","NULL"
"109","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT4 storm in Gulf of Mex.","110","NULL"
"112","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 1 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 1 storm in Gulf of Mexico U.S.","Prob. of collision, CAT1 storm in Gulf of Mex.","113","NULL"
"128","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 2 storm in Gulf of Mexico U.S.","Prob. of innundation, CAT2 storm in Gulf of Mex.","129","NULL"
"144","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian probability of shoreline change < -2 m/yr for Atlantic Coast","Prob. of high shoreline loss, Atl. Coast","145","NULL"
"146","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline gain > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between > 2 m/yr for Atlantic Coast","Prob. of high shoreline gain, Atl. Coast","147","NULL"
"149","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline change between - 1 and 1 m/yr (stable), from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 1 and 1 m/yr for Atlantic Coast","Prob. of stable shoreline change, Atl. Coast","150","NULL"
"152","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline gain between 1 and 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between 1 and 2 m/yr for Atlantic Coast","Prob. of medium shoreline gain, Atl. Coast","153","NULL"
"155","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. NULL. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","for Atlantic Coast","Atl. Coast","156","NULL"
"183","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian probability of shoreline change < -2 m/yr for Atlantic Coast","Prob. of high shoreline loss, Atl. Coast","184","NULL"
"185","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Shoreline Change Rate in m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Shoreline Change Rate in m/yr for Atlantic Coast","Shoreline Change Rate, Atl. Coast","186","NULL"
"189","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. NULL. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","for Atlantic Coast","Atl. Coast","190","NULL"
"197","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian probability of shoreline change < -2 m/yr for Atlantic Coast","Prob. of high shoreline loss, Atl. Coast","198","NULL"
"200","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline gain between 1 and 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between 1 and 2 m/yr for Atlantic Coast","Prob. of medium shoreline gain, Atl. Coast","201","NULL"
"202","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Shoreline Change Rate in m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Shoreline Change Rate in m/yr for Atlantic Coast","Shoreline Change Rate, Atl. Coast","203","NULL"
"256","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline gain > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change > 2 m/yr for Atlantic Coast","Prob. of high shoreline gain, Atl. Coast","257","NULL"
"258","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","259","NULL"
"262","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","263","NULL"
"264","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline gain > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change > 2 m/yr for Atlantic Coast","Prob. of high shoreline gain, Atl. Coast","265","NULL"
"273","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Mean Tidal Range in meters, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Mean Tidal Range in m for Atlantic Coast","Mean Tidal Range, Atl. Coast","274","NULL"
"275","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","276","NULL"
"278","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline gain > 2 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change > 2 m/yr for Atlantic Coast","Prob. of high shoreline gain, Atl. Coast","279","NULL"
"346","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT4 storm in Gulf of Mex.","347","NULL"
"348","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 2 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT2 storm in Gulf of Mex.","349","NULL"
"351","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 3 storm in Gulf of Mexico U.S.","Prob. of collision, CAT3 storm in Gulf of Mex.","352","NULL"
"354","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 3 storm in Gulf of Mexico U.S.","Prob. of innundation, CAT3 storm in Gulf of Mex.","355","NULL"
"359","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 4 storm in Gulf of Mexico U.S.","Prob. of collision, CAT4 storm in Gulf of Mex.","360","NULL"
"361","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 3 storm in Gulf of Mexico U.S.","Prob. of innundation, CAT3 storm in Gulf of Mex.","362","NULL"
"364","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 2 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT2 storm in Gulf of Mex.","365","NULL"
"367","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 3 storm in Gulf of Mexico U.S.","Prob. of collision, CAT3 storm in Gulf of Mex.","368","NULL"
"370","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT4 storm in Gulf of Mex.","371","NULL"
"381","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 2 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 2 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT2 storm in Gulf of Mex.","382","NULL"
"383","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 3 storm in Gulf of Mexico U.S.","Prob. of collision, CAT3 storm in Gulf of Mex.","384","NULL"
"386","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Collision occurs when the dune toe is eroded by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced collision during a category 4 storm in Gulf of Mexico U.S.","Prob. of collision, CAT4 storm in Gulf of Mex.","387","NULL"
"389","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Overwash occurs when sand is transported landward over the beach and dune by waves and surge. These probabilities apply to a generic representation of a category 4 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced overwash during a category 4 storm in Gulf of Mexico U.S.","Prob. of overwash, CAT4 storm in Gulf of Mex.","390","NULL"
"392","This datasets includes an element of National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico. Inundation occurs when the beach and dune are completely and continuously submerged by surge and wave setup. These probabilities apply to a generic representation of a category 3 hurricane. Data sources: lidar, NOAA SLOSH model, SWAN model","Probability of storm-induced innundation during a category 3 storm in Gulf of Mexico U.S.","Prob. of innundation, CAT3 storm in Gulf of Mex.","393","NULL"
"401","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Mean Wave Height in meters, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Mean Wave Height in m for Atlantic Coast","Mean Wave Height, Atl. Coast","402","NULL"
"825","This dataset includes shorelines from 22 years ranging from 1836 to 2000 in the New Jersey North coastal region from Sandy Hook to Little Egg Inlet, New Jersey. Data sources: lidar, aerial photographs, coastal survey maps","Historical locations of shorelines in NJ","Historical locations for shorelines in NJ","826","NULL"
"889","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Shoreline Change Rate in m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Shoreline Change Rate in m/yr for Atlantic Coast","Shoreline Change Rate, Atl. Coast","890","NULL"
"893","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","894","NULL"
"897","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Shoreline Change Rate in m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Shoreline Change Rate in m/yr for Atlantic Coast","Shoreline Change Rate, Atl. Coast","898","NULL"
"901","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","902","NULL"
"905","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","906","NULL"
"909","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Shoreline Change Rate in m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Shoreline Change Rate in m/yr for Atlantic Coast","Shoreline Change Rate, Atl. Coast","910","NULL"
"913","This datasets includes an element of A Bayesian Network to predict vulnerability to sea-level rise. Probability of shoreline loss between 2 and 1 m/yr, from Gutierrez et al. 2011. This dataset consists of information extracted from the Coastal Vulnerability Index (Thieler and Hammar-Klose, 1999; Hammar-Klose and Thieler, 2001) that were used to inform a Bayesian network that was used to calculate the probability of long-term shoreline change associated with sea-level rise.","Bayesian Probability of shoreline change between - 2 and -1 m/yr for Atlantic Coast","Prob. of medium shoreline loss, Atl. Coast","914","NULL"
